English,Chinese,PartOfSpeech,type,Class,Semester,Unit,Page,VocabularyId,ConceptId,ContentKind,AudioText,AcceptedAnswers,QuizModes,ExampleSentence,ExampleChinese,ExampleStatus,BaseForm,PastTense,PastParticiple,FullForm,ShortForm,RelationType,RelatedTerms,SingularForm,PluralForm,ClozePrompt,ClozeAnswer,NeedsReview,ReviewNotes,SourceKind,SourceFile,SourceImage,OCRConfidence
mow → mowed → mowed/mown,除（草）,verb,word,Class 22,First Semester,Review,p.22,way_to_go_11-d7ae3a75a482,concept-7e90de424980,word,mow → mowed → mowed/mown,mow → mowed → mowed/mown,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
sit,坐；使就座,verb,word,Class 1,Second Semester,U3,p.23,way_to_go_11-13efce31d4ba,concept-b956e14c791b,word,sit,sit,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
feel,感覺,verb,irregular_verb,Class 1,Second Semester,U3,p.23,way_to_go_11-7a5dd4064687,concept-6a1450e0e023,verb_forms,feel,feel|felt,en_zh_choice|verb_form_choice|verb_form_input|listening,I feel tired today.,我今天覺得很累。,curated,feel,felt,felt,,,,,,,,,No,動詞三態已補齊：feel → felt → felt。,existing_csv,way_to_go_11_vocabulary_import.csv,,
add,補充說；接著說,verb,word,Class 1,Second Semester,U3,p.23,way_to_go_11-d59733e4be68,concept-d765d26af266,word,add,add,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
<V> alone,獨自做某事,verb_phrase,phrase,Class 1,Second Semester,U3,p.23,way_to_go_11-6d63e617c70f,concept-a623fd3b41a8,phrase,,<V> alone,en_zh_choice|grammar_cloze,,,missing,,,,,,,,,,,,Yes,包含代號，需補實際例句後才能使用發音與填空題,existing_csv,way_to_go_11_vocabulary_import.csv,,
Hawaii,夏威夷,noun,word,Class 1,Second Semester,U3,p.23,way_to_go_11-a20a12e5391d,concept-fd04126b5c71,word,Hawaii,Hawaii,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
foreigner,外國人,noun,word,Class 1,Second Semester,U3,p.23,way_to_go_11-3f90ec664c48,concept-2b953d61a448,word,foreigner,foreigner,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
summer camp,夏令營,noun_phrase,phrase,Class 1,Second Semester,U3,p.23,way_to_go_11-b60f484e0c5c,concept-e5bed7dfd735,phrase,summer camp,summer camp,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
flight attendant,空服員,noun_phrase,phrase,Class 1,Second Semester,U3,p.23,way_to_go_11-f3c060efdafc,concept-d57cfd90cfde,phrase,flight attendant,flight attendant,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
abroad,在國外；到國外,adverb,word,Class 1,Second Semester,U3,p.23,way_to_go_11-fbb074f431c6,concept-9a3cbcb959e7,word,abroad,abroad,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
seldom,不常；很少；難得,adverb,word,Class 1,Second Semester,U3,p.23,way_to_go_11-267a26004bc1,concept-1eaa3bd37531,word,seldom,seldom,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
in fact,事實上,adverb_phrase,phrase,Class 1,Second Semester,U3,p.23,way_to_go_11-e25008ba1559,concept-67d2731d8719,phrase,in fact,in fact,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
tap,輕拍,verb,word,Class 2,Second Semester,U3,p.23,way_to_go_11-89525a5f9921,concept-a25d7841e501,word,tap,tap,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
land,降落；登陸,verb,word,Class 2,Second Semester,U3,p.23,way_to_go_11-1e708888f0bb,concept-b405eebf0357,word,land,land,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
go snorkeling,去浮潛,verb_phrase,phrase,Class 2,Second Semester,U3,p.23,way_to_go_11-53eb8485d14e,concept-1f08468003de,phrase,go snorkeling,go snorkeling,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
jet-lag,時差,noun,word,Class 2,Second Semester,U3,p.23,way_to_go_11-13d464c91b0b,concept-42931ee5e2c3,word,jet-lag,jet-lag,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
Hawaiian,夏威夷語,noun,word,Class 2,Second Semester,U3,p.23,way_to_go_11-0be8198c5b75,concept-52c49ca744b6,word,Hawaiian,Hawaiian,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
shoulder,肩膀,noun,word,Class 2,Second Semester,U3,p.23,way_to_go_11-118d9ce395b4,concept-96bbcc438f67,word,shoulder,shoulder,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
volcano,火山,noun,word,Class 2,Second Semester,U3,p.23,way_to_go_11-cf428e441c43,concept-700b9339ba26,word,volcano,volcano,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
counselor,顧問,noun,word,Class 2,Second Semester,U3,p.23,way_to_go_11-4ea5a6d5da74,concept-ed9a7d85998b,word,counselor,counselor,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
activity,活動,noun,word,Class 2,Second Semester,U3,p.23,way_to_go_11-01730b3e4af3,concept-db599ca71483,word,activity,activity,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
homesick,想家的,adjective,word,Class 2,Second Semester,U3,p.23,way_to_go_11-a9ed6fa52f62,concept-53dd88c90af8,word,homesick,homesick,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
as,當……時,conjunction,word,Class 2,Second Semester,U3,p.23,way_to_go_11-4967d91b35fa,concept-8f4f6b6d93f0,word,as,as,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,existing_csv,way_to_go_11_vocabulary_import.csv,,
